livraison_id,type_flux,entrepot_depart_id,entrepot_depart_nom,entrepot_arrivee_id,entrepot_arrivee_nom,product_id,product_name,categorie,date_depart,date_arrivee_prevue,duree_transport_j,quantite,poids_kg,transporteur,cout_transport_eur,statut_livraison,incident
LIV00901,Inter-entrepôts,E03,Marseille-Port,E01,Paris-Rungis,P009,TV 4K,Électronique,2025-12-03,2025-12-05,2,584,6799.3,FM Logistic,1971.88,En transit,Aucun
LIV00902,Magasin → Magasin,E02,Lyon-Sud,E03,Marseille-Port,P009,TV 4K,Électronique,2025-01-30,2025-02-03,4,163,1388.3,FM Logistic,519.69,Retardé,Aucun
LIV00903,Inter-entrepôts,E05,Toulouse-Ouest,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-01-19,2025-01-23,4,1357,17341.1,XPO Logistics,1962.84,Livré,Aucun
LIV00904,Magasin → Magasin,E01,Paris-Rungis,E04,Lille-Nord,P003,Pâtes 500g,Alimentaire,2025-09-06,2025-09-11,5,774,8209.2,XPO Logistics,2118.48,Livré,Aucun
LIV00905,Entrepôt → Magasin,E06,Nice-Est,E04,Lille-Nord,P010,Casque audio,Électronique,2025-06-20,2025-06-24,4,370,1829.6,XPO Logistics,302.61,Livré,Aucun
LIV00906,Fournisseur → Entrepôt,E03,Marseille-Port,E06,Nice-Est,P009,TV 4K,Électronique,2025-10-07,2025-10-12,5,1202,12289.4,FM Logistic,3362.18,Retardé,Retard transporteur
LIV00907,Magasin → Magasin,E01,Paris-Rungis,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-02-16,2025-02-17,1,952,1677.5,Geodis,427.36,Retardé,Aucun
LIV00908,Inter-entrepôts,E07,Bordeaux-Centre,E05,Toulouse-Ouest,P001,Lait demi-écrémé,Alimentaire,2025-09-17,2025-09-20,3,1153,11572.1,DHL Supply Chain,1652.11,Livré,Retard transporteur
LIV00909,Inter-entrepôts,E02,Lyon-Sud,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-03-30,2025-04-03,4,1472,15823.1,XPO Logistics,4984.96,Livré,Aucun
LIV00910,Entrepôt → Magasin,E02,Lyon-Sud,E07,Bordeaux-Centre,P009,TV 4K,Électronique,2025-01-29,2025-02-01,3,487,3814.9,FM Logistic,584.21,En transit,Erreur quantité
LIV00911,Magasin → Magasin,E06,Nice-Est,E08,Nantes-Atlantique,P007,Jeans,Textile,2025-09-20,2025-09-23,3,371,750.7,DHL Supply Chain,300.15,Livré,Retard transporteur
LIV00912,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E02,Lyon-Sud,P010,Casque audio,Électronique,2025-02-16,2025-02-18,2,224,472.4,Geodis,276.73,Livré,Aucun
LIV00913,Inter-entrepôts,E01,Paris-Rungis,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-02-24,2025-02-26,2,157,1176.4,XPO Logistics,338.79,Livré,Aucun
LIV00914,Inter-entrepôts,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P006,T-shirt homme,Textile,2025-09-27,2025-10-02,5,1139,1880.3,XPO Logistics,260.68,En transit,Aucun
LIV00915,Entrepôt → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P007,Jeans,Textile,2025-06-26,2025-06-28,2,938,2590.5,DB Schenker,574.45,Livré,Aucun
LIV00916,Inter-entrepôts,E02,Lyon-Sud,E01,Paris-Rungis,P001,Lait demi-écrémé,Alimentaire,2025-02-05,2025-02-09,4,1242,12400.8,XPO Logistics,1311.74,Livré,Retard transporteur
LIV00917,Inter-entrepôts,E04,Lille-Nord,E06,Nice-Est,P001,Lait demi-écrémé,Alimentaire,2025-02-08,2025-02-10,2,1366,9421.4,Geodis,603.89,Livré,Retard transporteur
LIV00918,Fournisseur → Entrepôt,E01,Paris-Rungis,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-07-18,2025-07-23,5,803,1213.1,XPO Logistics,528.31,Livré,Aucun
LIV00919,Magasin → Magasin,E03,Marseille-Port,E01,Paris-Rungis,P005,Lessive,Droguerie,2025-07-06,2025-07-07,1,1435,15471.0,DB Schenker,4522.63,Livré,Retard transporteur
LIV00920,Inter-entrepôts,E04,Lille-Nord,E02,Lyon-Sud,P006,T-shirt homme,Textile,2025-01-14,2025-01-15,1,833,8947.1,FM Logistic,1520.88,Livré,Aucun
LIV00921,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-05-06,2025-05-07,1,753,7592.9,XPO Logistics,2204.37,Livré,Aucun
LIV00922,Entrepôt → Magasin,E07,Bordeaux-Centre,E04,Lille-Nord,P004,Shampoing,Droguerie,2025-01-29,2025-02-03,5,316,1457.8,FM Logistic,200.28,Livré,Aucun
LIV00923,Magasin → Magasin,E07,Bordeaux-Centre,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-05-02,2025-05-07,5,112,399.6,DHL Supply Chain,273.56,Livré,Erreur quantité
LIV00924,Fournisseur → Entrepôt,E04,Lille-Nord,E02,Lyon-Sud,P010,Casque audio,Électronique,2025-02-21,2025-02-26,5,665,8739.3,DHL Supply Chain,532.34,En transit,Aucun
LIV00925,Inter-entrepôts,E07,Bordeaux-Centre,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-01-23,2025-01-24,1,1470,7141.5,Geodis,1496.7,Livré,Aucun
LIV00926,Inter-entrepôts,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P006,T-shirt homme,Textile,2025-07-04,2025-07-09,5,1477,15109.9,XPO Logistics,3592.45,En transit,Aucun
LIV00927,Entrepôt → Magasin,E02,Lyon-Sud,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-11-27,2025-12-02,5,53,125.3,FM Logistic,85.3,Retardé,Aucun
LIV00928,Entrepôt → Magasin,E07,Bordeaux-Centre,E06,Nice-Est,P001,Lait demi-écrémé,Alimentaire,2025-11-01,2025-11-02,1,1006,11624.2,FM Logistic,967.46,Livré,Erreur quantité
LIV00929,Inter-entrepôts,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P008,Smartphone,Électronique,2025-08-31,2025-09-03,3,52,230.1,FM Logistic,164.78,Livré,Aucun
LIV00930,Fournisseur → Entrepôt,E04,Lille-Nord,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-12-12,2025-12-16,4,718,4700.9,DHL Supply Chain,1536.56,Livré,Aucun
LIV00931,Inter-entrepôts,E01,Paris-Rungis,E03,Marseille-Port,P001,Lait demi-écrémé,Alimentaire,2025-05-12,2025-05-17,5,1005,1488.3,DB Schenker,192.37,En transit,Aucun
LIV00932,Magasin → Magasin,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-02-15,2025-02-18,3,606,7176.5,FM Logistic,1882.9,Livré,Aucun
LIV00933,Magasin → Magasin,E05,Toulouse-Ouest,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-02-02,2025-02-05,3,754,6660.0,FM Logistic,1213.59,Retardé,Aucun
LIV00934,Entrepôt → Magasin,E07,Bordeaux-Centre,E06,Nice-Est,P010,Casque audio,Électronique,2025-06-29,2025-07-02,3,973,3092.4,XPO Logistics,676.07,Livré,Retard transporteur
LIV00935,Fournisseur → Entrepôt,E04,Lille-Nord,E05,Toulouse-Ouest,P002,Riz 1kg,Alimentaire,2025-01-20,2025-01-25,5,60,516.8,DB Schenker,262.61,Livré,Aucun
LIV00936,Magasin → Magasin,E05,Toulouse-Ouest,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-03-19,2025-03-21,2,866,336.6,XPO Logistics,214.7,En transit,Aucun
LIV00937,Fournisseur → Entrepôt,E03,Marseille-Port,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-04-14,2025-04-15,1,395,1596.9,FM Logistic,272.41,Annulé,Aucun
LIV00938,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-07-09,2025-07-12,3,1400,1069.9,FM Logistic,451.74,Livré,Aucun
LIV00939,Fournisseur → Entrepôt,E03,Marseille-Port,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-08-17,2025-08-19,2,1266,4179.4,Geodis,1200.73,Livré,Aucun
LIV00940,Entrepôt → Magasin,E03,Marseille-Port,E08,Nantes-Atlantique,P010,Casque audio,Électronique,2025-08-05,2025-08-08,3,898,12839.3,DHL Supply Chain,1145.71,En transit,Aucun
LIV00941,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P008,Smartphone,Électronique,2025-07-12,2025-07-15,3,959,8111.8,DB Schenker,1219.13,En transit,Aucun
LIV00942,Entrepôt → Magasin,E02,Lyon-Sud,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-05-07,2025-05-12,5,1198,10305.6,XPO Logistics,1703.64,En transit,Aucun
LIV00943,Magasin → Magasin,E02,Lyon-Sud,E01,Paris-Rungis,P003,Pâtes 500g,Alimentaire,2025-09-24,2025-09-27,3,1297,6775.2,DB Schenker,1861.88,Livré,Retard transporteur
LIV00944,Fournisseur → Entrepôt,E03,Marseille-Port,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-04-06,2025-04-11,5,848,4459.6,FM Logistic,1036.43,Retardé,Retard transporteur
LIV00945,Entrepôt → Magasin,E06,Nice-Est,E02,Lyon-Sud,P009,TV 4K,Électronique,2025-04-16,2025-04-21,5,97,1241.4,Geodis,221.01,Livré,Aucun
LIV00946,Inter-entrepôts,E01,Paris-Rungis,E03,Marseille-Port,P009,TV 4K,Électronique,2025-09-27,2025-09-30,3,48,88.2,Geodis,182.6,En transit,Aucun
LIV00947,Entrepôt → Magasin,E01,Paris-Rungis,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-09-08,2025-09-09,1,1195,8407.4,DB Schenker,1979.99,Livré,Casse
LIV00948,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E01,Paris-Rungis,P007,Jeans,Textile,2025-10-30,2025-10-31,1,643,2529.8,XPO Logistics,572.5,Livré,Aucun
LIV00949,Entrepôt → Magasin,E06,Nice-Est,E07,Bordeaux-Centre,P006,T-shirt homme,Textile,2025-07-31,2025-08-04,4,879,8123.5,DHL Supply Chain,1789.07,Livré,Aucun
LIV00950,Inter-entrepôts,E03,Marseille-Port,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-04-22,2025-04-24,2,551,7842.0,Geodis,1411.56,Livré,Aucun
LIV00951,Entrepôt → Magasin,E06,Nice-Est,E04,Lille-Nord,P007,Jeans,Textile,2025-06-14,2025-06-15,1,553,677.1,XPO Logistics,171.19,En transit,Aucun
LIV00952,Inter-entrepôts,E08,Nantes-Atlantique,E04,Lille-Nord,P009,TV 4K,Électronique,2025-02-13,2025-02-17,4,78,1092.7,Geodis,482.82,Livré,Aucun
LIV00953,Inter-entrepôts,E05,Toulouse-Ouest,E02,Lyon-Sud,P004,Shampoing,Droguerie,2025-08-08,2025-08-10,2,914,3637.9,Geodis,949.21,Livré,Aucun
LIV00954,Fournisseur → Entrepôt,E04,Lille-Nord,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-04-07,2025-04-10,3,1390,10256.4,Geodis,978.13,Livré,Aucun
LIV00955,Entrepôt → Magasin,E05,Toulouse-Ouest,E04,Lille-Nord,P007,Jeans,Textile,2025-03-29,2025-03-30,1,921,3051.4,DB Schenker,674.81,En transit,Aucun
LIV00956,Fournisseur → Entrepôt,E02,Lyon-Sud,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-06-28,2025-07-02,4,635,4410.3,FM Logistic,1352.4,Livré,Aucun
LIV00957,Fournisseur → Entrepôt,E03,Marseille-Port,E05,Toulouse-Ouest,P007,Jeans,Textile,2025-04-29,2025-05-03,4,1314,14420.4,XPO Logistics,1037.79,Livré,Aucun
LIV00958,Inter-entrepôts,E01,Paris-Rungis,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-10-08,2025-10-11,3,980,7599.3,FM Logistic,2347.07,Livré,Aucun
LIV00959,Entrepôt → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P009,TV 4K,Électronique,2025-12-17,2025-12-22,5,87,986.6,XPO Logistics,335.16,Retardé,Retard transporteur
LIV00960,Inter-entrepôts,E07,Bordeaux-Centre,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-04-16,2025-04-19,3,1428,8353.4,DHL Supply Chain,2607.51,Livré,Aucun
LIV00961,Inter-entrepôts,E02,Lyon-Sud,E04,Lille-Nord,P010,Casque audio,Électronique,2025-04-10,2025-04-11,1,1067,1659.3,FM Logistic,353.65,Livré,Aucun
LIV00962,Entrepôt → Magasin,E05,Toulouse-Ouest,E03,Marseille-Port,P001,Lait demi-écrémé,Alimentaire,2025-11-29,2025-12-01,2,16,187.4,Geodis,286.24,Livré,Aucun
LIV00963,Magasin → Magasin,E05,Toulouse-Ouest,E04,Lille-Nord,P007,Jeans,Textile,2025-05-11,2025-05-16,5,388,4253.5,XPO Logistics,645.39,Livré,Retard transporteur
LIV00964,Inter-entrepôts,E08,Nantes-Atlantique,E06,Nice-Est,P003,Pâtes 500g,Alimentaire,2025-12-24,2025-12-26,2,1311,9786.0,XPO Logistics,2380.66,Livré,Aucun
LIV00965,Inter-entrepôts,E06,Nice-Est,E07,Bordeaux-Centre,P009,TV 4K,Électronique,2025-10-01,2025-10-03,2,79,1106.6,XPO Logistics,229.16,Livré,Aucun
LIV00966,Inter-entrepôts,E05,Toulouse-Ouest,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-09-24,2025-09-28,4,836,414.7,DHL Supply Chain,201.15,Annulé,Aucun
LIV00967,Fournisseur → Entrepôt,E02,Lyon-Sud,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-12-22,2025-12-23,1,518,4630.2,XPO Logistics,898.98,Livré,Aucun
LIV00968,Magasin → Magasin,E04,Lille-Nord,E06,Nice-Est,P009,TV 4K,Électronique,2025-06-18,2025-06-23,5,467,6605.2,XPO Logistics,2218.47,En transit,Erreur quantité
LIV00969,Magasin → Magasin,E02,Lyon-Sud,E04,Lille-Nord,P007,Jeans,Textile,2025-10-20,2025-10-23,3,521,4702.2,XPO Logistics,766.72,Livré,Aucun
LIV00970,Inter-entrepôts,E01,Paris-Rungis,E05,Toulouse-Ouest,P003,Pâtes 500g,Alimentaire,2025-11-20,2025-11-23,3,1057,6754.8,XPO Logistics,1861.08,Livré,Retard transporteur
LIV00971,Inter-entrepôts,E01,Paris-Rungis,E08,Nantes-Atlantique,P007,Jeans,Textile,2025-09-13,2025-09-18,5,70,87.4,Geodis,163.38,Livré,Aucun
LIV00972,Inter-entrepôts,E01,Paris-Rungis,E04,Lille-Nord,P005,Lessive,Droguerie,2025-08-13,2025-08-14,1,334,282.6,DB Schenker,293.14,Livré,Aucun
LIV00973,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E02,Lyon-Sud,P004,Shampoing,Droguerie,2025-08-18,2025-08-23,5,1334,19522.9,XPO Logistics,3121.56,Retardé,Retard transporteur
LIV00974,Magasin → Magasin,E08,Nantes-Atlantique,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-12-27,2025-12-31,4,395,3667.6,FM Logistic,912.47,Livré,Aucun
LIV00975,Entrepôt → Magasin,E07,Bordeaux-Centre,E03,Marseille-Port,P008,Smartphone,Électronique,2025-05-30,2025-05-31,1,1439,9165.6,XPO Logistics,1926.86,Retardé,Aucun
LIV00976,Inter-entrepôts,E08,Nantes-Atlantique,E06,Nice-Est,P006,T-shirt homme,Textile,2025-08-02,2025-08-03,1,1048,4510.3,FM Logistic,645.66,Livré,Aucun
LIV00977,Fournisseur → Entrepôt,E03,Marseille-Port,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-05-22,2025-05-25,3,1044,3900.0,XPO Logistics,560.11,Retardé,Aucun
LIV00978,Magasin → Magasin,E05,Toulouse-Ouest,E03,Marseille-Port,P009,TV 4K,Électronique,2025-10-17,2025-10-19,2,399,4569.0,DB Schenker,1385.6,Livré,Aucun
LIV00979,Entrepôt → Magasin,E03,Marseille-Port,E04,Lille-Nord,P007,Jeans,Textile,2025-09-12,2025-09-13,1,328,679.6,FM Logistic,294.69,Livré,Aucun
LIV00980,Entrepôt → Magasin,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P002,Riz 1kg,Alimentaire,2025-01-02,2025-01-04,2,907,9882.0,FM Logistic,1099.22,Livré,Aucun
LIV00981,Entrepôt → Magasin,E05,Toulouse-Ouest,E02,Lyon-Sud,P008,Smartphone,Électronique,2025-05-11,2025-05-12,1,1290,3359.7,DHL Supply Chain,936.63,Retardé,Aucun
LIV00982,Fournisseur → Entrepôt,E06,Nice-Est,E08,Nantes-Atlantique,P002,Riz 1kg,Alimentaire,2025-01-08,2025-01-13,5,856,10030.2,DHL Supply Chain,1012.84,Livré,Erreur quantité
LIV00983,Inter-entrepôts,E04,Lille-Nord,E07,Bordeaux-Centre,P002,Riz 1kg,Alimentaire,2025-05-01,2025-05-03,2,1284,6123.0,DB Schenker,728.71,Livré,Aucun
LIV00984,Entrepôt → Magasin,E02,Lyon-Sud,E05,Toulouse-Ouest,P006,T-shirt homme,Textile,2025-08-18,2025-08-21,3,757,3780.7,Geodis,618.3,Livré,Aucun
LIV00985,Magasin → Magasin,E01,Paris-Rungis,E08,Nantes-Atlantique,P006,T-shirt homme,Textile,2025-07-21,2025-07-22,1,700,10404.6,DB Schenker,1946.62,Livré,Erreur quantité
LIV00986,Entrepôt → Magasin,E01,Paris-Rungis,E06,Nice-Est,P007,Jeans,Textile,2025-01-04,2025-01-05,1,893,12451.3,Geodis,3352.14,Retardé,Aucun
LIV00987,Fournisseur → Entrepôt,E04,Lille-Nord,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-07-13,2025-07-17,4,52,630.6,FM Logistic,180.43,Livré,Aucun
LIV00988,Entrepôt → Magasin,E02,Lyon-Sud,E04,Lille-Nord,P004,Shampoing,Droguerie,2025-04-28,2025-05-02,4,1279,18717.1,Geodis,2604.42,En transit,Aucun
LIV00989,Magasin → Magasin,E04,Lille-Nord,E03,Marseille-Port,P003,Pâtes 500g,Alimentaire,2025-08-02,2025-08-03,1,773,2440.4,FM Logistic,840.1,En transit,Aucun
LIV00990,Magasin → Magasin,E07,Bordeaux-Centre,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-10-07,2025-10-08,1,1062,7597.5,Geodis,1177.09,Livré,Aucun
LIV00991,Inter-entrepôts,E07,Bordeaux-Centre,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-09-27,2025-10-01,4,542,2820.9,XPO Logistics,474.23,Livré,Aucun
LIV00992,Magasin → Magasin,E01,Paris-Rungis,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-03-22,2025-03-27,5,436,5765.6,Geodis,1376.03,Livré,Casse
LIV00993,Inter-entrepôts,E02,Lyon-Sud,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-05-21,2025-05-24,3,686,8589.8,DB Schenker,1931.4,Retardé,Aucun
LIV00994,Magasin → Magasin,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P009,TV 4K,Électronique,2025-09-06,2025-09-08,2,521,595.9,XPO Logistics,410.52,Livré,Retard transporteur
LIV00995,Magasin → Magasin,E02,Lyon-Sud,E07,Bordeaux-Centre,P006,T-shirt homme,Textile,2025-02-25,2025-02-26,1,593,1041.3,FM Logistic,319.78,Retardé,Erreur quantité
LIV00996,Fournisseur → Entrepôt,E04,Lille-Nord,E07,Bordeaux-Centre,P003,Pâtes 500g,Alimentaire,2025-03-09,2025-03-12,3,1241,7359.8,DHL Supply Chain,839.21,Livré,Aucun
LIV00997,Entrepôt → Magasin,E03,Marseille-Port,E01,Paris-Rungis,P010,Casque audio,Électronique,2025-06-06,2025-06-09,3,550,5582.1,DB Schenker,1751.11,Livré,Aucun
LIV00998,Inter-entrepôts,E03,Marseille-Port,E05,Toulouse-Ouest,P010,Casque audio,Électronique,2025-08-17,2025-08-21,4,1180,5190.6,FM Logistic,635.43,Livré,Aucun
LIV00999,Magasin → Magasin,E07,Bordeaux-Centre,E05,Toulouse-Ouest,P001,Lait demi-écrémé,Alimentaire,2025-09-23,2025-09-27,4,1071,6994.7,XPO Logistics,1407.15,Retardé,Aucun
LIV01000,Fournisseur → Entrepôt,E01,Paris-Rungis,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-05-27,2025-06-01,5,118,1227.1,DHL Supply Chain,418.8,Livré,Aucun
LIV01001,Inter-entrepôts,E06,Nice-Est,E03,Marseille-Port,P005,Lessive,Droguerie,2025-06-25,2025-06-27,2,993,8482.8,XPO Logistics,759.71,Livré,Retard transporteur
LIV01002,Magasin → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-06-12,2025-06-13,1,1266,4952.1,FM Logistic,514.14,En transit,Aucun
LIV01003,Inter-entrepôts,E01,Paris-Rungis,E03,Marseille-Port,P006,T-shirt homme,Textile,2025-07-31,2025-08-05,5,1235,11432.2,FM Logistic,1176.73,Livré,Aucun
LIV01004,Magasin → Magasin,E08,Nantes-Atlantique,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-08-29,2025-09-01,3,70,130.4,XPO Logistics,243.38,Livré,Retard transporteur
LIV01005,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E04,Lille-Nord,P010,Casque audio,Électronique,2025-09-02,2025-09-05,3,1395,17026.9,Geodis,4391.33,Annulé,Aucun
LIV01006,Magasin → Magasin,E03,Marseille-Port,E05,Toulouse-Ouest,P007,Jeans,Textile,2025-08-14,2025-08-19,5,852,1132.3,FM Logistic,560.84,En transit,Aucun
LIV01007,Entrepôt → Magasin,E04,Lille-Nord,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-03-14,2025-03-18,4,275,1307.6,DHL Supply Chain,512.13,Livré,Aucun
LIV01008,Magasin → Magasin,E06,Nice-Est,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-10-18,2025-10-22,4,936,697.9,XPO Logistics,238.01,Livré,Erreur quantité
LIV01009,Fournisseur → Entrepôt,E06,Nice-Est,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-03-09,2025-03-10,1,1346,9605.9,XPO Logistics,1165.74,Livré,Retard transporteur
LIV01010,Inter-entrepôts,E05,Toulouse-Ouest,E06,Nice-Est,P003,Pâtes 500g,Alimentaire,2025-09-30,2025-10-01,1,58,690.8,DB Schenker,392.0,Livré,Retard transporteur
LIV01011,Entrepôt → Magasin,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P006,T-shirt homme,Textile,2025-07-24,2025-07-29,5,883,8299.5,XPO Logistics,1716.72,Livré,Aucun
LIV01012,Inter-entrepôts,E02,Lyon-Sud,E08,Nantes-Atlantique,P006,T-shirt homme,Textile,2025-03-10,2025-03-13,3,39,556.1,FM Logistic,232.57,Livré,Aucun
LIV01013,Fournisseur → Entrepôt,E03,Marseille-Port,E05,Toulouse-Ouest,P007,Jeans,Textile,2025-09-22,2025-09-26,4,200,1975.9,FM Logistic,347.29,Retardé,Erreur quantité
LIV01014,Inter-entrepôts,E04,Lille-Nord,E02,Lyon-Sud,P004,Shampoing,Droguerie,2025-06-18,2025-06-22,4,1270,6181.7,DHL Supply Chain,621.56,Livré,Aucun
LIV01015,Magasin → Magasin,E07,Bordeaux-Centre,E01,Paris-Rungis,P007,Jeans,Textile,2025-12-09,2025-12-11,2,1188,15047.4,Geodis,4433.28,Livré,Aucun
LIV01016,Entrepôt → Magasin,E04,Lille-Nord,E01,Paris-Rungis,P009,TV 4K,Électronique,2025-06-07,2025-06-08,1,1313,12951.3,DHL Supply Chain,3662.62,Livré,Aucun
LIV01017,Fournisseur → Entrepôt,E03,Marseille-Port,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-11-21,2025-11-25,4,766,8124.8,Geodis,2349.58,Livré,Aucun
LIV01018,Inter-entrepôts,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P007,Jeans,Textile,2025-08-21,2025-08-23,2,902,3722.1,FM Logistic,883.12,Livré,Retard transporteur
LIV01019,Inter-entrepôts,E02,Lyon-Sud,E04,Lille-Nord,P004,Shampoing,Droguerie,2025-06-20,2025-06-22,2,705,9295.0,DHL Supply Chain,2209.79,Livré,Aucun
LIV01020,Inter-entrepôts,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P001,Lait demi-écrémé,Alimentaire,2025-09-12,2025-09-17,5,183,2303.0,DHL Supply Chain,547.31,Livré,Erreur quantité
LIV01021,Fournisseur → Entrepôt,E02,Lyon-Sud,E03,Marseille-Port,P005,Lessive,Droguerie,2025-01-23,2025-01-27,4,1387,5986.5,FM Logistic,698.7,Livré,Aucun
LIV01022,Inter-entrepôts,E05,Toulouse-Ouest,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-12-10,2025-12-13,3,561,3612.7,DHL Supply Chain,580.72,Livré,Aucun
LIV01023,Entrepôt → Magasin,E02,Lyon-Sud,E06,Nice-Est,P006,T-shirt homme,Textile,2025-10-31,2025-11-04,4,457,4431.0,FM Logistic,503.44,Livré,Aucun
LIV01024,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-11-02,2025-11-05,3,565,7578.3,Geodis,2002.62,Livré,Aucun
LIV01025,Entrepôt → Magasin,E03,Marseille-Port,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-02-25,2025-03-02,5,736,10326.9,DB Schenker,807.88,Livré,Aucun
LIV01026,Inter-entrepôts,E01,Paris-Rungis,E08,Nantes-Atlantique,P001,Lait demi-écrémé,Alimentaire,2025-05-03,2025-05-06,3,1308,14450.4,DHL Supply Chain,3293.71,Livré,Aucun
LIV01027,Inter-entrepôts,E01,Paris-Rungis,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-12-30,2026-01-02,3,1457,7851.8,DB Schenker,2513.29,En transit,Retard transporteur
LIV01028,Magasin → Magasin,E06,Nice-Est,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-08-15,2025-08-20,5,1426,5031.9,DB Schenker,1597.06,Livré,Aucun
LIV01029,Inter-entrepôts,E02,Lyon-Sud,E01,Paris-Rungis,P010,Casque audio,Électronique,2025-12-16,2025-12-19,3,172,2506.9,XPO Logistics,579.95,Livré,Aucun
LIV01030,Entrepôt → Magasin,E06,Nice-Est,E04,Lille-Nord,P003,Pâtes 500g,Alimentaire,2025-09-18,2025-09-20,2,1246,8537.3,DHL Supply Chain,1071.22,Livré,Aucun
LIV01031,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-08-19,2025-08-22,3,709,9270.8,Geodis,958.11,Livré,Aucun
LIV01032,Inter-entrepôts,E03,Marseille-Port,E05,Toulouse-Ouest,P002,Riz 1kg,Alimentaire,2025-10-01,2025-10-06,5,925,5127.5,Geodis,967.83,En transit,Aucun
LIV01033,Inter-entrepôts,E01,Paris-Rungis,E05,Toulouse-Ouest,P006,T-shirt homme,Textile,2025-12-06,2025-12-08,2,103,412.6,DB Schenker,298.8,Livré,Aucun
LIV01034,Inter-entrepôts,E01,Paris-Rungis,E07,Bordeaux-Centre,P007,Jeans,Textile,2025-05-13,2025-05-18,5,524,3854.6,DB Schenker,873.14,Livré,Aucun
LIV01035,Fournisseur → Entrepôt,E01,Paris-Rungis,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-05-01,2025-05-02,1,1185,8782.8,Geodis,2648.05,Livré,Aucun
